year,state,gender,false,true,total,%
1929,SC,M,12454,4569,17023,26.8401574340598
1929,SD,F,4796,582,5378,10.821866865005578
1929,SD,M,5046,654,5700,11.473684210526315
1929,TN,F,21858,3875,25733,15.058485213539036
1929,TN,M,18915,5386,24301,22.163696967202995
1929,TX,F,54166,6164,60330,10.21713906845682
1929,TX,M,48048,9854,57902,17.018410417602155
1929,UT,F,4102,429,4531,9.468108585301257
1929,UT,M,4046,599,4645,12.895586652314318
1929,VA,F,20514,3235,23749,13.621626173733631
1929,VA,M,16920,4864,21784,22.328314359162686
1929,VT,F,2296,241,2537,9.499408750492707
1929,VT,M,2006,403,2409,16.72893316728933
1929,WA,F,8225,895,9120,9.81359649122807
1929,WA,M,7994,1383,9377,14.74885357790338
1929,WI,F,21087,2649,23736,11.160262891809909
1929,WI,M,20006,3968,23974,16.551263869191622
1929,WV,F,15545,2618,18163,14.413918405549744
1929,WV,M,13524,3207,16731,19.168011475703782
1929,WY,F,1280,188,1468,12.806539509536785
1929,WY,M,1320,261,1581,16.508538899430743
1930,AK,F,169,53,222,23.873873873873876
1930,AK,M,204,94,298,31.543624161073826
1930,AL,F,25597,4349,29946,14.522807720563682
1930,AL,M,20560,6247,26807,23.303614727496548
1930,AR,F,16415,2530,18945,13.354447083663235
1930,AR,M,14148,3292,17440,18.876146788990823
1930,AZ,F,3868,515,4383,11.749942961441935
1930,AZ,M,3897,820,4717,17.383930464278144
1930,CA,F,33736,3517,37253,9.440850401309962
1930,CA,M,31725,6333,38058,16.640390982185085
1930,CO,F,7341,977,8318,11.745611925943736
1930,CO,M,7119,1319,8438,15.631666271628347
1930,CT,F,10004,1322,11326,11.672258520218966
1930,CT,M,8551,2943,11494,25.604663302592655
1930,DC,F,2924,505,3429,14.727325750947799
1930,DC,M,2615,974,3589,27.13847868487044
1930,DE,F,1322,207,1529,13.53826030085023
1930,DE,M,1126,450,1576,28.553299492385786
1930,FL,F,10505,1588,12093,13.131563714545605
1930,FL,M,9150,2697,11847,22.76525702709547
1930,GA,F,26097,4220,30317,13.919583072203714
1930,GA,M,21697,6471,28168,22.97287702357285
1930,HI,F,3176,278,3454,8.048639258830342
1930,HI,M,2605,725,3330,21.77177177177177
1930,IA,F,16444,2278,18722,12.167503471851298
1930,IA,M,16658,2771,19429,14.262185392969274
1930,ID,F,3105,339,3444,9.843205574912892
1930,ID,M,3104,394,3498,11.26357918810749
1930,IL,F,50449,6746,57195,11.79473730221173
1930,IL,M,46621,11277,57898,19.477356730802445
1930,IN,F,21415,3686,25101,14.68467391737381
1930,IN,M,20790,4773,25563,18.67151742753198
1930,KS,F,12447,1697,14144,11.998020361990951
1930,KS,M,13022,1925,14947,12.878838562922326
1930,KY,F,23123,4168,27291,15.272434135795685
1930,KY,M,20446,5198,25644,20.269848697551083
1930,LA,F,18901,2258,21159,10.67158183278983
1930,LA,M,14959,4005,18964,21.118962244252266
1930,MA,F,27945,3740,31685,11.803692599021618
1930,MA,M,23303,8144,31447,25.89754189588832
1930,MD,F,10585,1950,12535,15.556441962504985
1930,MD,M,9129,3071,12200,25.172131147540984
1930,ME,F,5877,563,6440,8.742236024844722
1930,ME,M,5365,908,6273,14.474732982623944
1930,MI,F,37512,4524,42036,10.762203825292605
1930,MI,M,34758,7631,42389,18.002311920545424
1930,MN,F,17561,2015,19576,10.293216183081325
1930,MN,M,16950,3219,20169,15.96013684367098
1930,MO,F,24214,3723,27937,13.326413000680102
1930,MO,M,23436,4742,28178,16.82873163460856
1930,MS,F,19094,2985,22079,13.519634041396802
1930,MS,M,15766,4553,20319,22.4075987991535
1930,MT,F,3326,402,3728,10.783261802575108
1930,MT,M,3204,680,3884,17.507723995880536
1930,NC,F,30434,5013,35447,14.142240528112392
1930,NC,M,25615,7718,33333,23.154231542315422
1930,ND,F,5347,562,5909,9.510915552546964
1930,ND,M,5281,839,6120,13.709150326797387
1930,NE,F,9755,1155,10910,10.586617781851512
1930,NE,M,9950,1447,11397,12.696323593928227
1930,NH,F,2847,303,3150,9.619047619047619
1930,NH,M,2629,580,3209,18.074166406980368
1930,NJ,F,25957,3450,29407,11.731900567891998
1930,NJ,M,21362,7732,29094,26.575926307829796
1930,NM,F,3952,608,4560,13.333333333333334
1930,NM,M,3701,799,4500,17.755555555555556
1930,NV,F,257,43,300,14.333333333333334
1930,NV,M,271,59,330,17.87878787878788
1930,NY,F,85211,10653,95864,11.112617875323375
1930,NY,M,72201,23275,95476,24.37785412040722
1930,OH,F,44741,7348,52089,14.10662519917833
1930,OH,M,41052,10796,51848,20.822403950007715
1930,OK,F,21147,2621,23768,11.027431841130934
1930,OK,M,19880,3392,23272,14.575455482983843
1930,OR,F,4721,520,5241,9.921770654455257
1930,OR,M,4723,808,5531,14.60856987886458
1930,PA,F,70521,11508,82029,14.029184800497385
1930,PA,M,59629,21604,81233,26.595102975391775
1930,RI,F,4257,561,4818,11.643835616438356
1930,RI,M,3668,1159,4827,24.010772736689457
1930,SC,F,16842,2996,19838,15.102328863796755
1930,SC,M,12994,4694,17688,26.537765716870194
1930,SD,F,5082,568,5650,10.053097345132743
1930,SD,M,5059,684,5743,11.910151488768935
1930,TN,F,22782,4073,26855,15.166635635822006
1930,TN,M,19579,5543,25122,22.064326088687206
1930,TX,F,53360,6163,59523,10.353980814139073
1930,TX,M,48904,10090,58994,17.1034342475506
1930,UT,F,4346,430,4776,9.003350083752094
1930,UT,M,4307,632,4939,12.796112573395424
1930,VA,F,20734,3289,24023,13.691046080839195
1930,VA,M,17351,4865,22216,21.898631616852718
1930,VT,F,2277,261,2538,10.28368794326241
1930,VT,M,2112,444,2556,17.370892018779344
1930,WA,F,8590,859,9449,9.090909090909092
1930,WA,M,8175,1386,9561,14.49639159083778
1930,WI,F,21532,2598,24130,10.766680480729383
1930,WI,M,20292,4246,24538,17.30377373869101
1930,WV,F,15838,2529,18367,13.769260086023847
1930,WV,M,13798,3342,17140,19.498249708284714
1930,WY,F,1319,193,1512,12.764550264550264
1930,WY,M,1302,271,1573,17.22822631913541
1931,AK,F,102,62,164,37.80487804878049
1931,AK,M,160,79,239,33.054393305439326
1931,AL,F,24320,4149,28469,14.57374688257403
1931,AL,M,20101,5696,25797,22.08008683180215
1931,AR,F,15315,2259,17574,12.854216456128373
1931,AR,M,13269,3127,16396,19.071724810929496
1931,AZ,F,3413,480,3893,12.329822758797842
1931,AZ,M,3315,737,4052,18.188548864758143
1931,CA,F,31876,3216,35092,9.164481933204149
1931,CA,M,30204,6157,36361,16.932977640878963
1931,CO,F,7165,928,8093,11.466699616952921
1931,CO,M,7153,1321,8474,15.588860042482889
1931,CT,F,9264,1087,10351,10.5014008308376
1931,CT,M,8014,2659,10673,24.913332708704207
1931,DC,F,3144,419,3563,11.759753017120405
1931,DC,M,2582,929,3511,26.459698091711765
1931,DE,F,1249,178,1427,12.473721093202522
1931,DE,M,1051,408,1459,27.96435915010281
1931,FL,F,10214,1508,11722,12.864698856850367
1931,FL,M,8813,2429,11242,21.606475716064757
1931,GA,F,25500,4080,29580,13.793103448275861
1931,GA,M,21320,5965,27285,21.861828843687007
1931,HI,F,3063,268,3331,8.045631942359652
1931,HI,M,2479,728,3207,22.700342999688182
1931,IA,F,16227,2069,18296,11.308482728465238
1931,IA,M,16259,2696,18955,14.223160116064362
1931,ID,F,3145,338,3483,9.704277921332185
1931,ID,M,2987,449,3436,13.067520372526193
1931,IL,F,46722,6002,52724,11.383810029588043
1931,IL,M,43019,10884,53903,20.191826057918856
1931,IN,F,20286,3387,23673,14.307438854391078
1931,IN,M,19393,4449,23842,18.660347286301484
1931,KS,F,12387,1651,14038,11.760934606069242
1931,KS,M,12459,1902,14361,13.244203049926886
1931,KY,F,22050,3938,25988,15.153147606587655
1931,KY,M,19765,4981,24746,20.128505617069425
1931,LA,F,17999,2214,20213,10.953346855983773
1931,LA,M,14481,3947,18428,21.41849359670067
1931,MA,F,26529,3392,29921,11.336519501353564
1931,MA,M,22001,7754,29755,26.05948580070576
1931,MD,F,10021,1785,11806,15.119430797899373
1931,MD,M,8811,2810,11621,24.180363135702606
1931,ME,F,5784,580,6364,9.113764927718417
1931,ME,M,5369,924,6293,14.68298109010011
1931,MI,F,34468,4050,38518,10.514564619139104
1931,MI,M,32092,6847,38939,17.583913300290195
1931,MN,F,17693,1930,19623,9.835397237935076
1931,MN,M,16662,3244,19906,16.296593991761277
1931,MO,F,23504,3476,26980,12.883617494440324
1931,MO,M,22691,4476,27167,16.475871461699857
1931,MS,F,17437,2643,20080,13.162350597609562
1931,MS,M,14149,3967,18116,21.89776992713623
1931,MT,F,3076,347,3423,10.137306456324861
1931,MT,M,3183,621,3804,16.32492113564669
1931,NC,F,28922,4818,33740,14.279786603438055
1931,NC,M,24557,7082,31639,22.383766870002212
1931,ND,F,5400,528,5928,8.906882591093117
1931,ND,M,4988,864,5852,14.764183185235815
1931,NE,F,9624,1081,10705,10.098085007006071
1931,NE,M,10033,1318,11351,11.611311778697912
1931,NH,F,2657,273,2930,9.31740614334471
1931,NH,M,2472,526,2998,17.545030020013343
1931,NJ,F,24512,2996,27508,10.891377053947943
1931,NJ,M,19829,7267,27096,26.81945674638323
1931,NM,F,3882,619,4501,13.752499444567873
1931,NM,M,3708,840,4548,18.46965699208443
1931,NV,F,215,31,246,12.601626016260163
1931,NV,M,201,81,282,28.723404255319153
1931,NY,F,80712,9879,90591,10.905056793721231
1931,NY,M,68041,22126,90167,24.53891113156698
1931,OH,F,40579,6583,47162,13.958271489758703
1931,OH,M,38182,9789,47971,20.406078672531322
1931,OK,F,19516,2434,21950,11.088838268792712
1931,OK,M,18604,3047,21651,14.073252967530367
1931,OR,F,4586,471,5057,9.31382242436227
1931,OR,M,4547,872,5419,16.091529802546596
1931,PA,F,66578,10744,77322,13.895139804971418
1931,PA,M,56149,20321,76470,26.573819798613833
1931,RI,F,3981,498,4479,11.118553248492967
1931,RI,M,3437,1106,4543,24.345146379044685
1931,SC,F,15632,2822,18454,15.29207759835266
1931,SC,M,12064,4339,16403,26.452478205206365
1931,SD,F,4965,527,5492,9.59577567370721
1931,SD,M,4867,708,5575,12.699551569506726
1931,TN,F,22357,3908,26265,14.879116695221779
1931,TN,M,18938,5408,24346,22.213094553520087
1931,TX,F,50354,5836,56190,10.386189713472147
1931,TX,M,45799,9395,55194,17.02177772946335
1931,UT,F,3957,393,4350,9.034482758620689
1931,UT,M,4085,643,4728,13.599830795262266
1931,VA,F,19503,3090,22593,13.676802549462222
1931,VA,M,16574,4515,21089,21.40926549385936
1931,VT,F,2319,253,2572,9.836702954898911
1931,VT,M,2089,425,2514,16.905330151153542
1931,WA,F,7998,709,8707,8.142873550017228
1931,WA,M,7831,1424,9255,15.386277687736358
1931,WI,F,20716,2359,23075,10.223185265438786
1931,WI,M,19489,4069,23558,17.272264198998215
1931,WV,F,14717,2429,17146,14.166569462265253
1931,WV,M,13141,3058,16199,18.877708500524722
1931,WY,F,1308,184,1492,12.332439678284182
1931,WY,M,1278,278,1556,17.866323907455012
1932,AK,F,173,53,226,23.451327433628318
1932,AK,M,175,96,271,35.42435424354243
1932,AL,F,25680,4220,29900,14.11371237458194
1932,AL,M,21626,6150,27776,22.141417050691246
1932,AR,F,16398,2350,18748,12.534670364838915
1932,AR,M,14384,3338,17722,18.835345897754205
1932,AZ,F,3282,479,3761,12.735974474873704
1932,AZ,M,3280,700,3980,17.587939698492463
1932,CA,F,31157,3070,34227,8.969526981622696
1932,CA,M,29239,6047,35286,17.137108201553026
1932,CO,F,6949,917,7866,11.657767607424358
1932,CO,M,6788,1226,8014,15.298228100823557
1932,CT,F,8973,1066,10039,10.618587508716008
1932,CT,M,7377,2606,9983,26.104377441650804
1932,DC,F,3275,532,3807,13.974257945889152
1932,DC,M,2831,994,3825,25.986928104575163
1932,DE,F,1261,214,1475,14.508474576271185
1932,DE,M,1043,416,1459,28.51267991775189
1932,FL,F,10673,1588,12261,12.951635266291495
1932,FL,M,9373,2751,12124,22.690531177829097
1932,GA,F,26519,4225,30744,13.742518865469686
1932,GA,M,23027,6202,29229,21.218652707927056
1932,HI,F,3063,269,3332,8.073229291716686
1932,HI,M,2679,675,3354,20.125223613595708
1932,IA,F,15712,2068,17780,11.631046119235096
1932,IA,M,15552,2707,18259,14.82556547456049
1932,ID,F,2875,340,3215,10.57542768273717
1932,ID,M,2995,428,3423,12.503651767455448
1932,IL,F,44876,5634,50510,11.154226885765194
1932,IL,M,41503,10209,51712,19.7420327970297
1932,IN,F,19528,3242,22770,14.238032498902065
1932,IN,M,18846,4254,23100,18.415584415584416
1932,KS,F,11680,1516,13196,11.488329796908154
1932,KS,M,12166,1767,13933,12.682121581856027
1932,KY,F,23317,3994,27311,14.624144117754751
1932,KY,M,21097,5143,26240,19.599847560975608
1932,LA,F,18633,2358,20991,11.233385736744319
1932,LA,M,15294,4048,19342,20.928549271016443
1932,MA,F,26602,3314,29916,11.077684182377324
1932,MA,M,21761,8035,29796,26.96670694052893
1932,MD,F,10362,1788,12150,14.716049382716049
1932,MD,M,8720,2993,11713,25.552804576112013
1932,ME,F,5828,590,6418,9.192894982860704
1932,ME,M,5494,999,6493,15.385800092407209
1932,MI,F,32861,3832,36693,10.443408824571444
1932,MI,M,30982,6609,37591,17.58133595807507
1932,MN,F,17376,1979,19355,10.224748127098941
1932,MN,M,16495,3377,19872,16.99376006441224
1932,MO,F,24051,3601,27652,13.022566179661506
1932,MO,M,23195,4442,27637,16.072656221731737
1932,MS,F,19175,2841,22016,12.904251453488373
1932,MS,M,15546,4240,19786,21.429293439805924
1932,MT,F,3025,379,3404,11.133960047003526
1932,MT,M,2931,602,3533,17.03934333427682
1932,NC,F,31655,5020,36675,13.687798227675529
1932,NC,M,26283,7735,34018,22.737962255276617
1932,ND,F,5237,497,5734,8.667596791070805
1932,ND,M,5130,810,5940,13.636363636363635
1932,NE,F,9138,1046,10184,10.271013354281225
1932,NE,M,9619,1334,10953,12.179311604126724
1932,NH,F,2759,290,3049,9.511315185306659
1932,NH,M,2544,511,3055,16.72667757774141
1932,NJ,F,23670,2922,26592,10.98826714801444
1932,NJ,M,19594,6881,26475,25.990557129367325
1932,NM,F,4130,599,4729,12.66652569253542
1932,NM,M,3923,832,4755,17.497371188222925
1932,NV,F,246,50,296,16.89189189189189
1932,NV,M,215,69,284,24.295774647887324
1932,NY,F,78960,9125,88085,10.359312028154623
1932,NY,M,66296,22266,88562,25.141708633499693
1932,OH,F,39479,6218,45697,13.607020154495919
1932,OH,M,36596,9490,46086,20.591936813782926
1932,OK,F,19550,2399,21949,10.929882910383162
1932,OK,M,18703,3016,21719,13.886458860905199
1932,OR,F,4522,430,4952,8.683360258481422
1932,OR,M,4449,790,5239,15.079213590379844
1932,PA,F,64343,9872,74215,13.301893148285387
1932,PA,M,54287,19355,73642,26.282556150023083
1932,RI,F,3949,505,4454,11.33812303547373
1932,RI,M,3436,1124,4560,24.64912280701754
1932,SC,F,17766,3087,20853,14.803625377643503
1932,SC,M,13908,5012,18920,26.49048625792812
1932,SD,F,4824,540,5364,10.06711409395973
1932,SD,M,4755,700,5455,12.832263978001833
1932,TN,F,23215,3912,27127,14.421056511962252
1932,TN,M,20285,5288,25573,20.678058890235796
1932,TX,F,50429,5815,56244,10.338880591707559
1932,TX,M,46585,9610,56195,17.1011655841267
1932,UT,F,3890,417,4307,9.681913164615743
1932,UT,M,3999,628,4627,13.572509185217205
1932,VA,F,21316,3193,24509,13.0278673140479
1932,VA,M,17564,4903,22467,21.82311835135977
1932,VT,F,2149,237,2386,9.932942162615257
1932,VT,M,2018,413,2431,16.988893459481694
1932,WA,F,8009,781,8790,8.885096700796359
1932,WA,M,7700,1344,9044,14.860681114551083
1932,WI,F,20613,2389,23002,10.386053386662029
1932,WI,M,19059,4100,23159,17.70370050520316
1932,WV,F,15029,2517,17546,14.345149891713211
1932,WV,M,13680,3116,16796,18.552036199095024
1932,WY,F,1223,166,1389,11.95104391648668
1932,WY,M,1181,277,1458,18.998628257887518
1933,AK,F,198,57,255,22.35294117647059
1933,AK,M,180,93,273,34.065934065934066
1933,AL,F,23522,3883,27405,14.168947272395549
1933,AL,M,19949,5673,25622,22.14112871750839
1933,AR,F,16067,2257,18324,12.31717965509714
1933,AR,M,14107,3169,17276,18.343366520027786
1933,AZ,F,3037,425,3462,12.276140958983246
1933,AZ,M,2898,663,3561,18.618365627632688
1933,CA,F,29828,3059,32887,9.30154772402469
1933,CA,M,27957,6037,33994,17.759016296993586
1933,CO,F,6709,884,7593,11.64230212037403
1933,CO,M,6419,1271,7690,16.527958387516257
1933,CT,F,8248,1017,9265,10.976794387479764
1933,CT,M,7020,2428,9448,25.698560541913633
1933,DC,F,3142,503,3645,13.799725651577505
1933,DC,M,2735,1016,3751,27.08611037056785
1933,DE,F,1157,161,1318,12.215477996965099
1933,DE,M,1013,377,1390,27.12230215827338
1933,FL,F,9830,1384,11214,12.34171571250223
1933,FL,M,8514,2471,10985,22.494310423304505
1933,GA,F,24823,3943,28766,13.707154279357574
1933,GA,M,21271,5731,27002,21.224353751573958
1933,HI,F,2872,239,3111,7.682417229186757
1933,HI,M,2383,633,3016,20.988063660477454
1933,IA,F,15193,2025,17218,11.760947845278197
1933,IA,M,15388,2704,18092,14.945832412115854
1933,ID,F,2840,329,3169,10.38182391921742
1933,ID,M,2906,451,3357,13.434614238903784
1933,IL,F,42788,5332,48120,11.080631753948463
1933,IL,M,39443,9954,49397,20.151021317084034
1933,IN,F,18373,3076,21449,14.340994918178005
1933,IN,M,17577,4447,22024,20.191609153650564
1933,KS,F,11345,1490,12835,11.608881963381378
1933,KS,M,11402,1825,13227,13.797535344371362
1933,KY,F,22109,3875,25984,14.913023399014778
1933,KY,M,19872,4853,24725,19.627906976744185
1933,LA,F,17000,2077,19077,10.887456098967343
1933,LA,M,13861,3690,17551,21.02444305167797
1933,MA,F,24553,3027,27580,10.975344452501814
1933,MA,M,20249,7505,27754,27.04114722202205
1933,MD,F,9731,1682,11413,14.737579952685534
1933,MD,M,8243,2791,11034,25.294544136305962
1933,ME,F,5395,521,5916,8.806626098715348
1933,ME,M,5078,929,6007,15.465290494423172
1933,MI,F,31053,3704,34757,10.656846102943291
1933,MI,M,29079,6528,35607,18.3334737551605
1933,MN,F,16564,1759,18323,9.599956339027452
1933,MN,M,15960,3307,19267,17.164062905486063
1933,MO,F,23026,3193,26219,12.178191387924787
1933,MO,M,22203,4509,26712,16.880053908355794
1933,MS,F,17550,2754,20304,13.563829787234042
1933,MS,M,14775,3959,18734,21.13269990391801
1933,MT,F,2956,369,3325,11.097744360902254
1933,MT,M,2874,598,3472,17.223502304147466
1933,NC,F,29703,4715,34418,13.699227148585042
1933,NC,M,25771,7145,32916,21.706768744683437
1933,ND,F,4983,471,5454,8.635863586358635
1933,ND,M,4897,764,5661,13.495848789966436
1933,NE,F,8799,978,9777,10.003068425897514
1933,NE,M,8952,1273,10225,12.449877750611247
1933,NH,F,2563,259,2822,9.177888022678951
1933,NH,M,2375,523,2898,18.046928916494135
1933,NJ,F,21458,2657,24115,11.018038565208377
1933,NJ,M,17892,6621,24513,27.01015787541305
1933,NM,F,3901,571,4472,12.768336314847941
1933,NM,M,3769,829,4598,18.02957807742497
1933,NV,F,234,26,260,10.0
1933,NV,M,229,87,316,27.531645569620256
1933,NY,F,74216,8442,82658,10.213167509496964
1933,NY,M,62190,21269,83459,25.484369570687406
1933,OH,F,37170,5784,42954,13.46556781673418
1933,OH,M,33803,9282,43085,21.543460601137287
1933,OK,F,19479,2381,21860,10.892040256175664
1933,OK,M,18908,2966,21874,13.559477004663071
1933,OR,F,4225,437,4662,9.373659373659374
1933,OR,M,4304,790,5094,15.508441303494308
1933,PA,F,59572,9026,68598,13.157818012186945
1933,PA,M,50582,18505,69087,26.78506810253738
1933,RI,F,3768,401,4169,9.618613576397216
1933,RI,M,3110,1059,4169,25.40177500599664
1933,SC,F,17164,2944,20108,14.640938929779193
1933,SC,M,13362,4635,17997,25.754292382063674
1933,SD,F,4682,468,5150,9.087378640776699
1933,SD,M,4612,639,5251,12.169110645591315
1933,TN,F,22030,3609,25639,14.07621202074964
1933,TN,M,19183,5034,24217,20.78705041912706
1933,TX,F,48984,5504,54488,10.101306709734253
1933,TX,M,44468,9105,53573,16.995501465290353
1933,UT,F,3990,416,4406,9.4416704493872
1933,UT,M,3973,629,4602,13.667970447631465
1933,VA,F,19691,2931,22622,12.956414110158255
1933,VA,M,16741,4585,21326,21.4995779799306
1933,VT,F,2087,227,2314,9.809853068280034
1933,VT,M,1875,420,2295,18.30065359477124
1933,WA,F,7640,792,8432,9.392789373814042
1933,WA,M,7287,1419,8706,16.29910406616127
1933,WI,F,19266,2195,21461,10.227855179162201
1933,WI,M,18089,4182,22271,18.777782766826814
1933,WV,F,14158,2284,16442,13.891254105339984
1933,WV,M,12746,3125,15871,19.69000063008002
1933,WY,F,1180,156,1336,11.676646706586826
1933,WY,M,1208,274,1482,18.488529014844804
1934,AK,F,164,45,209,21.5311004784689
1934,AK,M,195,100,295,33.89830508474576
1934,AL,F,25172,4158,29330,14.176610978520287
1934,AL,M,21871,5949,27820,21.383896477354423
1934,AR,F,16410,2354,18764,12.545299509699426
1934,AR,M,14767,3311,18078,18.31507910167054
1934,AZ,F,3218,470,3688,12.744034707158352
1934,AZ,M,3162,636,3798,16.74565560821485
1934,CA,F,30997,3208,34205,9.378745797398041
1934,CA,M,29430,6155,35585,17.29661374174512
1934,CO,F,6973,926,7899,11.723002911760982
1934,CO,M,6759,1329,8088,16.431750741839764
1934,CT,F,8268,958,9226,10.383698244092782
1934,CT,M,7122,2470,9592,25.75062552126772
1934,DC,F,3501,454,3955,11.47914032869785
1934,DC,M,2800,984,3784,26.004228329809724
1934,DE,F,1197,186,1383,13.449023861171366
1934,DE,M,989,418,1407,29.708599857853592
1934,FL,F,10191,1482,11673,12.695965047545618
1934,FL,M,9030,2678,11708,22.873249060471473
1934,GA,F,26087,4190,30277,13.838887604452225
1934,GA,M,22725,6080,28805,21.107446623850027
1934,HI,F,2755,228,2983,7.643312101910828
1934,HI,M,2422,655,3077,21.286967825804354
1934,IA,F,16007,2076,18083,11.480395951999116
1934,IA,M,16035,2927,18962,15.436135428752241
1934,ID,F,3052,330,3382,9.757539917208751
1934,ID,M,3248,469,3717,12.617702448210924
1934,IL,F,44224,5223,49447,10.562824842760936
1934,IL,M,40551,10365,50916,20.357058684892763
1934,IN,F,19317,3103,22420,13.840321141837645
1934,IN,M,18306,4603,22909,20.092540049762103
1934,KS,F,11663,1512,13175,11.476280834914611
1934,KS,M,11873,1891,13764,13.73873873873874
1934,KY,F,23302,3984,27286,14.600894231474015
1934,KY,M,21332,5171,26503,19.51099875485794
1934,LA,F,18500,2234,20734,10.774573164850004
1934,LA,M,15016,3960,18976,20.868465430016865
1934,MA,F,24834,3035,27869,10.890236463454016
1934,MA,M,20630,7745,28375,27.295154185022025
1934,MD,F,9949,1551,11500,13.48695652173913
1934,MD,M,8428,2839,11267,25.19747936451584
1934,ME,F,5729,551,6280,8.773885350318471
1934,ME,M,5187,1077,6264,17.193486590038315
1934,MI,F,32715,3889,36604,10.624521910173751
1934,MI,M,30128,7191,37319,19.269005064444386
1934,MN,F,17158,1857,19015,9.765974230870365
1934,MN,M,16375,3555,19930,17.837431008529855
1934,MO,F,23781,3245,27026,12.006956264338045
1934,MO,M,22802,4669,27471,16.99610498343708
1934,MS,F,18568,2776,21344,13.005997001499251
1934,MS,M,15369,4224,19593,21.558719951002907
1934,MT,F,3172,388,3560,10.89887640449438
1934,MT,M,3215,680,3895,17.458279845956355
1934,NC,F,31708,4742,36450,13.009602194787382
1934,NC,M,26820,7717,34537,22.344152647884876
1934,ND,F,5110,530,5640,9.397163120567376
1934,ND,M,5136,773,5909,13.081739719072601
1934,NE,F,9178,1055,10233,10.309782077592104
1934,NE,M,9364,1398,10762,12.990150529641332
1934,NH,F,2685,257,2942,8.735554044867436
1934,NH,M,2520,552,3072,17.96875
1934,NJ,F,21142,2502,23644,10.581965826425309
1934,NJ,M,17401,6512,23913,27.232049512817298
1934,NM,F,4280,659,4939,13.342781939663901
1934,NM,M,3959,810,4769,16.984692807716502
1934,NV,F,252,34,286,11.888111888111888
1934,NV,M,327,93,420,22.142857142857142
1934,NY,F,74599,8146,82745,9.844703607468729
1934,NY,M,62154,21353,83507,25.57031147089466
1934,OH,F,39217,5742,44959,12.771636379812717
1934,OH,M,35777,10109,45886,22.03068474044371
1934,OK,F,20239,2337,22576,10.351700921332387
1934,OK,M,19551,3137,22688,13.826692524682652
1934,OR,F,4547,477,5024,9.494426751592357
1934,OR,M,4544,821,5365,15.302889095992544
1934,PA,F,62198,8888,71086,12.50316518020426
1934,PA,M,51677,19007,70684,26.890102427706413
1934,RI,F,3726,391,4117,9.497206703910614
1934,RI,M,3239,1019,4258,23.93142320338187
1934,SC,F,17790,2998,20788,14.421781797190686
1934,SC,M,14421,4906,19327,25.384177575412636
1934,SD,F,4685,500,5185,9.643201542912246
1934,SD,M,4633,727,5360,13.563432835820896
1934,TN,F,22942,3830,26772,14.305991334229793
1934,TN,M,20266,5313,25579,20.7709449157512
1934,TX,F,51425,5751,57176,10.058416118651182
1934,TX,M,48534,9727,58261,16.695559636806784
1934,UT,F,4006,402,4408,9.11978221415608
1934,UT,M,4067,672,4739,14.180206794682423
1934,VA,F,20010,2946,22956,12.833246210141139
1934,VA,M,17156,4720,21876,21.57615651855915
1934,VT,F,2137,239,2376,10.058922558922559
1934,VT,M,1922,399,2321,17.190866006031882
1934,WA,F,8290,848,9138,9.279929962792734
1934,WA,M,7970,1550,9520,16.281512605042018
1934,WI,F,19797,2356,22153,10.635128425044012
1934,WI,M,18657,4418,23075,19.14626218851571
1934,WV,F,15853,2449,18302,13.381051251229373
1934,WV,M,14442,3413,17855,19.11509381125735
1934,WY,F,1256,175,1431,12.22921034241789
1934,WY,M,1275,259,1534,16.883963494132985
1935,AK,F,163,50,213,23.474178403755868
1935,AK,M,150,84,234,35.8974358974359
1935,AL,F,25240,4029,29269,13.76541733574772
1935,AL,M,21509,6005,27514,21.825252598677036
1935,AR,F,16527,2407,18934,12.712580542938628
1935,AR,M,15024,3315,18339,18.076230983150662
1935,AZ,F,3404,482,3886,12.40349974266598
1935,AZ,M,3308,685,3993,17.15502128725269
1935,CA,F,31682,3234,34916,9.262229350441059
1935,CA,M,30266,6421,36687,17.502112464905824
1935,CO,F,7083,891,7974,11.173814898419865
1935,CO,M,6960,1394,8354,16.686617189370363
1935,CT,F,8479,969,9448,10.256138865368332
1935,CT,M,6975,2568,9543,26.909776799748506
1935,DC,F,3572,521,4093,12.72904959687271
1935,DC,M,3055,1161,4216,27.537950664136623
1935,DE,F,1229,201,1430,14.055944055944055
1935,DE,M,1044,389,1433,27.145847871598043
1935,FL,F,10957,1519,12476,12.175376723308753
1935,FL,M,9560,2817,12377,22.759957986588024
1935,GA,F,26279,3993,30272,13.190406976744187
1935,GA,M,22694,5928,28622,20.71134092655999
1935,HI,F,2764,252,3016,8.355437665782492
1935,HI,M,2399,645,3044,21.1892247043364
1935,IA,F,15946,2103,18049,11.651615047925093
1935,IA,M,15912,3055,18967,16.106922549691568
1935,ID,F,3187,334,3521,9.485941493893781
1935,ID,M,3336,456,3792,12.025316455696203
1935,IL,F,45180,5231,50411,10.376703497252583
1935,IL,M,41013,10931,51944,21.04381641768058
1935,IN,F,19651,3092,22743,13.595391988743788
1935,IN,M,18769,4771,23540,20.267629566694985
1935,KS,F,11470,1347,12817,10.50947959740969
1935,KS,M,11460,1936,13396,14.452075246342192
1935,KY,F,22731,3869,26600,14.545112781954886
1935,KY,M,21017,5162,26179,19.718094656022004
1935,LA,F,18363,2196,20559,10.681453378082592
