year,state,gender,false,true,total,%
1910,AK,F,44,24,68,35.294117647058826
1910,AK,M,26,21,47,44.680851063829785
1910,AL,F,11436,1666,13102,12.715615936498246
1910,AL,M,5024,1579,6603,23.913372709374528
1910,AR,F,6604,935,7539,12.402175354821594
1910,AR,M,2783,720,3503,20.553811019126464
1910,AZ,F,473,113,586,19.283276450511945
1910,AZ,M,355,133,488,27.25409836065574
1910,CA,F,5271,679,5950,11.411764705882353
1910,CA,M,2474,740,3214,23.024268823895458
1910,CO,F,2082,389,2471,15.742614326183732
1910,CO,M,864,274,1138,24.077328646748683
1910,CT,F,2560,612,3172,19.293820933165197
1910,CT,M,882,458,1340,34.179104477611936
1910,DC,F,734,139,873,15.922107674684993
1910,DC,M,420,220,640,34.375
1910,DE,F,397,92,489,18.813905930470348
1910,DE,M,121,80,201,39.800995024875625
1910,FL,F,3541,486,4027,12.068537372734045
1910,FL,M,1918,675,2593,26.0316236020054
1910,GA,F,13741,1855,15596,11.89407540394973
1910,GA,M,6730,2278,9008,25.288632326820604
1910,HI,F,311,60,371,16.172506738544474
1910,HI,M,124,77,201,38.308457711442784
1910,IA,F,5021,695,5716,12.158852344296712
1910,IA,M,1807,367,2174,16.881324747010122
1910,ID,F,635,122,757,16.116248348745046
1910,ID,M,247,85,332,25.602409638554217
1910,IL,F,15807,2584,18391,14.05035071502365
1910,IL,M,6205,2054,8259,24.869838963554912
1910,IN,F,6067,1323,7390,17.90257104194858
1910,IN,M,2240,531,2771,19.162757127390833
1910,KS,F,4124,659,4783,13.777963621158268
1910,KS,M,1790,403,2193,18.376652986776108
1910,KY,F,9045,1594,10639,14.982611147664255
1910,KY,M,3468,1112,4580,24.27947598253275
1910,LA,F,8550,1158,9708,11.928306551297899
1910,LA,M,3640,1212,4852,24.97938994229184
1910,MA,F,8773,1757,10530,16.685660018993353
1910,MA,M,3192,1539,4731,32.53012048192771
1910,MD,F,3914,857,4771,17.962691259693987
1910,MD,M,1532,700,2232,31.36200716845878
1910,ME,F,1598,197,1795,10.974930362116991
1910,ME,M,546,130,676,19.230769230769234
1910,MI,F,7655,1019,8674,11.747751902236569
1910,MI,M,2762,634,3396,18.669022379269727
1910,MN,F,5208,629,5837,10.776083604591399
1910,MN,M,1945,404,2349,17.198808003405706
1910,MO,F,9480,1449,10929,13.258303595937415
1910,MO,M,3968,1012,4980,20.32128514056225
1910,MS,F,9157,1306,10463,12.482079709452355
1910,MS,M,4928,1511,6439,23.466376766578662
1910,MT,F,774,146,920,15.869565217391305
1910,MT,M,329,104,433,24.018475750577366
1910,NC,F,10884,1722,12606,13.660161827701096
1910,NC,M,4605,1879,6484,28.979025293028993
1910,ND,F,1895,256,2151,11.90144119014412
1910,ND,M,680,142,822,17.27493917274939
1910,NE,F,3046,450,3496,12.871853546910755
1910,NE,M,1173,262,1435,18.257839721254353
1910,NH,F,744,106,850,12.470588235294118
1910,NH,M,229,74,303,24.422442244224424
1910,NJ,F,7225,1421,8646,16.4353458246588
1910,NJ,M,2421,1250,3671,34.0506673930809
1910,NM,F,760,152,912,16.666666666666664
1910,NM,M,509,186,695,26.762589928057558
1910,NV,F,16,10,26,38.46153846153847
1910,NV,M,31,10,41,24.390243902439025
1910,NY,F,27797,4631,32428,14.280868385345997
1910,NY,M,10946,4785,15731,30.41764668488971
1910,OH,F,12544,2428,14972,16.216938284798292
1910,OH,M,4723,1431,6154,23.253168670783232
1910,OK,F,6421,854,7275,11.738831615120276
1910,OK,M,2625,610,3235,18.856259659969087
1910,OR,F,1219,154,1373,11.216314639475602
1910,OR,M,450,120,570,21.052631578947366
1910,PA,F,25209,6400,31609,20.247397893005157
1910,PA,M,9234,4377,13611,32.1578135331717
1910,RI,F,1090,255,1345,18.95910780669145
1910,RI,M,360,191,551,34.66424682395644
1910,SC,F,8043,1316,9359,14.06133133881825
1910,SC,M,3864,1760,5624,31.29445234708393
1910,SD,F,1548,218,1766,12.344280860702153
1910,SD,M,468,136,604,22.516556291390728
1910,TN,F,9043,1435,10478,13.695361710250047
1910,TN,M,3612,1191,4803,24.797001873828858
1910,TX,F,17316,1998,19314,10.344827586206897
1910,TX,M,7267,1808,9075,19.922865013774103
1910,UT,F,902,149,1051,14.176974310180782
1910,UT,M,340,103,443,23.25056433408578
1910,VA,F,9182,1600,10782,14.839547393804489
1910,VA,M,3713,1372,5085,26.981317600786625
1910,VT,F,588,93,681,13.656387665198238
1910,VT,M,208,61,269,22.676579925650557
1910,WA,F,2362,351,2713,12.937707335053448
1910,WA,M,979,237,1216,19.490131578947366
1910,WI,F,6059,745,6804,10.949441504997061
1910,WI,M,1971,434,2405,18.045738045738048
1910,WV,F,4875,844,5719,14.757824794544499
1910,WV,M,1558,442,2000,22.1
1910,WY,F,145,41,186,22.043010752688172
1910,WY,M,76,47,123,38.21138211382114
1911,AK,F,25,19,44,43.18181818181818
1911,AK,M,11,29,40,72.5
1911,AL,F,10426,1543,11969,12.891636728214554
1911,AL,M,4673,1611,6284,25.636537237428392
1911,AR,F,6300,859,7159,11.998882525492387
1911,AR,M,2667,796,3463,22.9858504187121
1911,AZ,F,558,116,674,17.210682492581604
1911,AZ,M,326,128,454,28.193832599118945
1911,CA,F,5784,818,6602,12.390184792487124
1911,CA,M,2675,707,3382,20.904790065050268
1911,CO,F,1969,374,2343,15.96244131455399
1911,CO,M,1000,307,1307,23.488905891354246
1911,CT,F,3455,747,4202,17.77724892908139
1911,CT,M,1814,892,2706,32.96378418329638
1911,DC,F,800,163,963,16.926272066458985
1911,DC,M,457,183,640,28.59375
1911,DE,F,429,97,526,18.44106463878327
1911,DE,M,181,89,270,32.96296296296296
1911,FL,F,3239,503,3742,13.442009620523784
1911,FL,M,1740,687,2427,28.30655129789864
1911,GA,F,13123,1891,15014,12.594911416011723
1911,GA,M,6663,2294,8957,25.61125376800268
1911,HI,F,391,93,484,19.214876033057852
1911,HI,M,164,82,246,33.33333333333333
1911,IA,F,5381,788,6169,12.77354514508024
1911,IA,M,2014,346,2360,14.661016949152541
1911,ID,F,768,140,908,15.418502202643172
1911,ID,M,325,105,430,24.418604651162788
1911,IL,F,16564,2827,19391,14.578928368830901
1911,IL,M,7004,2092,9096,22.999120492524185
1911,IN,F,6502,1374,7876,17.44540375825292
1911,IN,M,2701,721,3422,21.069549970777324
1911,KS,F,4711,677,5388,12.564959168522643
1911,KS,M,1969,395,2364,16.708967851099832
1911,KY,F,9314,1642,10956,14.98722161372764
1911,KY,M,3739,1063,4802,22.136609745939193
1911,LA,F,7908,1098,9006,12.191872085276483
1911,LA,M,3310,1029,4339,23.71514173772759
1911,MA,F,11297,2308,13605,16.964351341418595
1911,MA,M,6482,2763,9245,29.88642509464575
1911,MD,F,4045,866,4911,17.633883119527592
1911,MD,M,1871,777,2648,29.342900302114806
1911,ME,F,2047,262,2309,11.346903421394543
1911,ME,M,1128,263,1391,18.90726096333573
1911,MI,F,8265,1137,9402,12.093171665603062
1911,MI,M,2873,688,3561,19.32041561359169
1911,MN,F,5687,752,6439,11.678832116788321
1911,MN,M,2224,501,2725,18.38532110091743
1911,MO,F,9878,1558,11436,13.623644630989856
1911,MO,M,4314,1007,5321,18.92501409509491
1911,MS,F,8073,1106,9179,12.049242836910338
1911,MS,M,4332,1326,5658,23.435843054082714
1911,MT,F,934,167,1101,15.168029064486829
1911,MT,M,386,151,537,28.11918063314711
1911,NC,F,11058,1749,12807,13.656594050128836
1911,NC,M,5054,2015,7069,28.504739001273165
1911,ND,F,1957,297,2254,13.176574977817213
1911,ND,M,679,153,832,18.389423076923077
1911,NE,F,3275,453,3728,12.151287553648068
1911,NE,M,1371,260,1631,15.941140404659718
1911,NH,F,922,154,1076,14.312267657992564
1911,NH,M,563,184,747,24.63186077643909
1911,NJ,F,8384,1630,10014,16.27721190333533
1911,NJ,M,3746,1796,5542,32.40707325875135
1911,NM,F,861,163,1024,15.91796875
1911,NM,M,467,214,681,31.42437591776799
1911,NV,F,43,6,49,12.244897959183673
1911,NV,M,19,17,36,47.22222222222222
1911,NY,F,31725,5454,37179,14.669571532316631
1911,NY,M,16733,6900,23633,29.196462573520076
1911,OH,F,13852,2926,16778,17.43950411252831
1911,OH,M,6129,1686,7815,21.573896353166987
1911,OK,F,7049,918,7967,11.522530438056986
1911,OK,M,2775,672,3447,19.49521322889469
1911,OR,F,1375,201,1576,12.753807106598986
1911,OR,M,605,148,753,19.654714475431607
1911,PA,F,27637,6876,34513,19.922927592501377
1911,PA,M,12242,5838,18080,32.28982300884955
1911,RI,F,1372,312,1684,18.52731591448931
1911,RI,M,802,396,1198,33.0550918196995
1911,SC,F,7861,1243,9104,13.653339191564148
1911,SC,M,3972,1805,5777,31.244590617967805
1911,SD,F,1645,237,1882,12.592986184909671
1911,SD,M,693,129,822,15.693430656934307
1911,TN,F,8520,1456,9976,14.595028067361667
1911,TN,M,3549,1224,4773,25.644248900062856
1911,TX,F,17466,2058,19524,10.540872771972957
1911,TX,M,7301,1858,9159,20.28605742985042
1911,UT,F,1020,202,1222,16.53027823240589
1911,UT,M,414,124,538,23.04832713754647
1911,VA,F,9199,1511,10710,14.108309990662931
1911,VA,M,4250,1470,5720,25.699300699300696
1911,VT,F,748,146,894,16.331096196868007
1911,VT,M,430,86,516,16.666666666666664
1911,WA,F,2689,394,3083,12.779759974051249
1911,WA,M,1109,301,1410,21.347517730496453
1911,WI,F,6313,777,7090,10.959097320169251
1911,WI,M,2285,437,2722,16.054371785451874
1911,WV,F,5289,906,6195,14.624697336561743
1911,WV,M,1893,532,2425,21.938144329896907
1911,WY,F,185,59,244,24.18032786885246
1911,WY,M,95,42,137,30.656934306569344
1912,AK,F,60,22,82,26.82926829268293
1912,AK,M,38,21,59,35.59322033898305
1912,AL,F,13821,2009,15830,12.691092861655084
1912,AL,M,8184,2614,10798,24.208186701240972
1912,AR,F,8350,1148,9498,12.086755106338176
1912,AR,M,5022,1313,6335,20.726124704025256
1912,AZ,F,780,157,937,16.755602988260407
1912,AZ,M,665,258,923,27.952329360780066
1912,CA,F,8649,1154,9803,11.771906559216566
1912,CA,M,6564,1577,8141,19.371084633337425
1912,CO,F,2712,538,3250,16.553846153846155
1912,CO,M,2040,593,2633,22.521838207368024
1912,CT,F,4688,954,5642,16.908897554058843
1912,CT,M,3435,1593,5028,31.682577565632457
1912,DC,F,1058,215,1273,16.889238020424195
1912,DC,M,731,340,1071,31.746031746031743
1912,DE,F,600,164,764,21.465968586387437
1912,DE,M,390,207,597,34.67336683417086
1912,FL,F,4779,618,5397,11.450806003335186
1912,FL,M,3178,1119,4297,26.041424249476382
1912,GA,F,17244,2552,19796,12.891493230955748
1912,GA,M,10986,3665,14651,25.015357313493958
1912,HI,F,626,115,741,15.519568151147098
1912,HI,M,467,143,610,23.442622950819672
1912,IA,F,7894,1169,9063,12.89859869800287
1912,IA,M,5978,1076,7054,15.253756733768075
1912,ID,F,1103,202,1305,15.478927203065135
1912,ID,M,966,210,1176,17.857142857142858
1912,IL,F,24425,3801,28226,13.46630765960462
1912,IL,M,17441,4962,22403,22.14881935455073
1912,IN,F,9399,1972,11371,17.342362149327236
1912,IN,M,7428,1675,9103,18.40052729869274
1912,KS,F,6312,932,7244,12.865819988956378
1912,KS,M,4952,923,5875,15.71063829787234
1912,KY,F,11591,2037,13628,14.947167596125624
1912,KY,M,6894,1928,8822,21.85445477216051
1912,LA,F,10515,1415,11930,11.860854987426656
1912,LA,M,6277,1842,8119,22.68752309397709
1912,MA,F,14892,2926,17818,16.42159613873611
1912,MA,M,10629,4513,15142,29.804517236824722
1912,MD,F,5456,1194,6650,17.954887218045112
1912,MD,M,3769,1355,5124,26.444184231069478
1912,ME,F,2691,331,3022,10.953011250827267
1912,ME,M,1801,370,2171,17.042837402118842
1912,MI,F,11463,1634,13097,12.476139573948233
1912,MI,M,7311,1602,8913,17.973746213396165
1912,MN,F,8053,1076,9129,11.786614086975572
1912,MN,M,5733,1073,6806,15.76550102850426
1912,MO,F,13171,2060,15231,13.525047600288884
1912,MO,M,9050,2129,11179,19.04463726630289
1912,MS,F,10686,1474,12160,12.12171052631579
1912,MS,M,6813,2084,8897,23.423625941328538
1912,MT,F,1343,239,1582,15.107458912768648
1912,MT,M,978,313,1291,24.244771494965143
1912,NC,F,14730,2314,17044,13.576625205350856
1912,NC,M,8890,3325,12215,27.22063037249284
1912,ND,F,2823,368,3191,11.532434973362582
1912,ND,M,1832,409,2241,18.25078090138331
1912,NE,F,4932,669,5601,11.94429566148902
1912,NE,M,3991,632,4623,13.670776552022495
1912,NH,F,1234,211,1445,14.602076124567473
1912,NH,M,909,240,1149,20.887728459530024
1912,NJ,F,11557,2280,13837,16.4775601647756
1912,NJ,M,8222,3711,11933,31.098634040056982
1912,NM,F,1279,273,1552,17.590206185567013
1912,NM,M,876,296,1172,25.25597269624573
1912,NV,F,37,5,42,11.904761904761903
1912,NV,M,66,43,109,39.44954128440367
1912,NY,F,42330,7056,49386,14.287449884582676
1912,NY,M,30769,11922,42691,27.926260804385
1912,OH,F,18945,4029,22974,17.537215983285453
1912,OH,M,14145,3839,17984,21.346752669039144
1912,OK,F,8945,1153,10098,11.418102594573183
1912,OK,M,5946,1206,7152,16.86241610738255
1912,OR,F,2063,325,2388,13.609715242881071
1912,OR,M,1567,326,1893,17.22134178552562
1912,PA,F,36646,9145,45791,19.971173374680614
1912,PA,M,24586,10782,35368,30.48518434743271
1912,RI,F,2017,439,2456,17.87459283387622
1912,RI,M,1370,563,1933,29.125711329539577
1912,SC,F,10081,1662,11743,14.153112492548752
1912,SC,M,5986,2649,8635,30.67747539085119
1912,SD,F,2400,326,2726,11.958914159941306
1912,SD,M,1606,270,1876,14.39232409381663
1912,TN,F,11458,1856,13314,13.940213309298482
1912,TN,M,6657,2271,8928,25.436827956989248
1912,TX,F,23625,2702,26327,10.26322786492954
1912,TX,M,15081,3765,18846,19.977714103788603
1912,UT,F,1549,263,1812,14.514348785871963
1912,UT,M,1260,267,1527,17.4852652259332
1912,VA,F,12116,2053,14169,14.489378220057873
1912,VA,M,7184,2584,9768,26.453726453726457
1912,VT,F,1113,197,1310,15.038167938931299
1912,VT,M,762,130,892,14.573991031390134
1912,WA,F,3585,524,4109,12.752494524215138
1912,WA,M,2506,609,3115,19.550561797752806
1912,WI,F,9118,1099,10217,10.756582166976608
1912,WI,M,6198,1170,7368,15.879478827361563
1912,WV,F,6799,1166,7965,14.639045825486505
1912,WV,M,3910,1075,4985,21.564694082246742
1912,WY,F,257,60,317,18.92744479495268
1912,WY,M,254,73,327,22.32415902140673
1913,AK,F,39,21,60,35.0
1913,AK,M,23,27,50,54.0
1913,AL,F,14528,2153,16681,12.906900065943288
1913,AL,M,9449,3198,12647,25.286629240135998
1913,AR,F,8967,1206,10173,11.85491005603067
1913,AR,M,6204,1603,7807,20.53285513001153
1913,AZ,F,898,174,1072,16.23134328358209
1913,AZ,M,846,263,1109,23.715058611361588
1913,CA,F,10507,1353,11860,11.408094435075885
1913,CA,M,8337,1897,10234,18.53625170998632
1913,CO,F,3073,587,3660,16.038251366120218
1913,CO,M,2541,634,3175,19.968503937007874
1913,CT,F,5595,1222,6817,17.92577380079214
1913,CT,M,4224,1888,6112,30.89005235602094
1913,DC,F,1171,258,1429,18.054583624912528
1913,DC,M,783,386,1169,33.0196749358426
1913,DE,F,652,160,812,19.704433497536947
1913,DE,M,471,249,720,34.583333333333336
1913,FL,F,4791,727,5518,13.175063428778543
1913,FL,M,3570,1206,4776,25.251256281407038
1913,GA,F,17940,2694,20634,13.056120965396916
1913,GA,M,12337,4134,16471,25.09865824782952
1913,HI,F,790,114,904,12.610619469026549
1913,HI,M,609,194,803,24.159402241594023
1913,IA,F,9255,1372,10627,12.910510962642327
1913,IA,M,7761,1354,9115,14.85463521667581
1913,ID,F,1429,266,1695,15.693215339233038
1913,ID,M,1212,277,1489,18.603089321692412
1913,IL,F,28441,4638,33079,14.020980077995102
1913,IL,M,22270,6037,28307,21.326880276963294
1913,IN,F,10819,2392,13211,18.106123684808114
1913,IN,M,8738,2019,10757,18.769173561401878
1913,KS,F,7404,1159,8563,13.534976059792129
1913,KS,M,6195,1173,7368,15.920195439739413
1913,KY,F,13247,2400,15647,15.338403527832812
1913,KY,M,8297,2343,10640,22.020676691729324
1913,LA,F,10740,1397,12137,11.510257889099448
1913,LA,M,7047,2025,9072,22.321428571428573
1913,MA,F,17027,3387,20414,16.591554815322816
1913,MA,M,12482,5117,17599,29.07551565429854
1913,MD,F,5944,1224,7168,17.075892857142858
1913,MD,M,4238,1614,5852,27.58031442241969
1913,ME,F,2882,346,3228,10.718711276332094
1913,ME,M,2134,479,2613,18.331419823957138
1913,MI,F,13819,1886,15705,12.008914358484558
1913,MI,M,9613,2151,11764,18.28459707582455
1913,MN,F,9501,1186,10687,11.09759520913259
1913,MN,M,7598,1453,9051,16.05347475417081
1913,MO,F,14663,2326,16989,13.691211960680441
1913,MO,M,11387,2581,13968,18.477949599083622
1913,MS,F,10873,1632,12505,13.05077968812475
1913,MS,M,7757,2351,10108,23.25880490700435
1913,MT,F,1833,305,2138,14.265668849391954
1913,MT,M,1456,447,1903,23.48922753547031
1913,NC,F,15986,2546,18532,13.738398445931363
1913,NC,M,10424,3846,14270,26.95164681149264
1913,ND,F,3128,418,3546,11.787930062041738
1913,ND,M,2462,479,2941,16.286977218633115
1913,NE,F,5434,756,6190,12.21324717285945
1913,NE,M,4926,871,5797,15.025012937726409
1913,NH,F,1493,219,1712,12.792056074766355
1913,NH,M,1068,338,1406,24.039829302987197
1913,NJ,F,13199,2454,15653,15.677505909410336
1913,NJ,M,9293,4252,13545,31.39165743816907
1913,NM,F,1332,244,1576,15.48223350253807
1913,NM,M,988,356,1344,26.488095238095237
1913,NV,F,97,32,129,24.8062015503876
1913,NV,M,93,46,139,33.093525179856115
1913,NY,F,47222,7831,55053,14.22447459720633
1913,NY,M,34755,13543,48298,28.040498571369415
1913,OH,F,22540,4793,27333,17.53557970219149
1913,OH,M,17313,4759,22072,21.561254077564335
1913,OK,F,10203,1350,11553,11.685276551545053
1913,OK,M,7277,1538,8815,17.447532614861032
1913,OR,F,2258,346,2604,13.287250384024576
1913,OR,M,2007,409,2416,16.928807947019866
1913,PA,F,41643,10467,52110,20.08635578583765
1913,PA,M,29046,12808,41854,30.601615138338033
1913,RI,F,2188,474,2662,17.806160781367392
1913,RI,M,1682,712,2394,29.741019214703424
1913,SC,F,10723,1745,12468,13.995829323067053
1913,SC,M,6843,2965,9808,30.230424143556277
1913,SD,F,2734,350,3084,11.348897535667964
1913,SD,M,2142,406,2548,15.934065934065933
1913,TN,F,12409,2101,14510,14.479669193659545
1913,TN,M,8072,2637,10709,24.624147912970397
1913,TX,F,26578,3246,29824,10.883851931330472
1913,TX,M,19341,4791,24132,19.85330681253108
1913,UT,F,1802,263,2065,12.736077481840194
1913,UT,M,1664,340,2004,16.966067864271455
1913,VA,F,13281,2240,15521,14.432059789961988
1913,VA,M,8316,2957,11273,26.230816996362993
1913,VT,F,1162,181,1343,13.47728965003723
1913,VT,M,883,244,1127,21.650399290150844
1913,WA,F,4075,575,4650,12.365591397849462
1913,WA,M,3291,686,3977,17.24918280110636
1913,WI,F,10737,1252,11989,10.442905997164068
1913,WI,M,8342,1599,9941,16.084900915400866
1913,WV,F,7613,1366,8979,15.213275420425438
1913,WV,M,4752,1300,6052,21.480502313284862
1913,WY,F,353,98,451,21.729490022172946
1913,WY,M,316,111,427,25.995316159250585
1914,AK,F,82,33,115,28.695652173913043
1914,AK,M,71,59,130,45.38461538461539
1914,AL,F,17423,2734,20157,13.563526318400557
1914,AL,M,11815,3914,15729,24.883972280500984
1914,AR,F,10874,1514,12388,12.221504681950275
1914,AR,M,7922,2126,10048,21.15843949044586
1914,AZ,F,1218,224,1442,15.53398058252427
1914,AZ,M,1196,335,1531,21.88112344872632
1914,CA,F,12185,1629,13814,11.7923845374258
1914,CA,M,10672,2442,13114,18.621320725941743
1914,CO,F,3714,694,4408,15.744101633393829
1914,CO,M,3247,880,4127,21.322994911558034
1914,CT,F,7967,1658,9625,17.225974025974025
1914,CT,M,5984,2573,8557,30.06894939815356
1914,DC,F,1417,330,1747,18.889524899828277
1914,DC,M,1053,463,1516,30.54089709762533
1914,DE,F,963,211,1174,17.972742759795572
1914,DE,M,610,281,891,31.53759820426487
1914,FL,F,6358,923,7281,12.676830105754705
1914,FL,M,4736,1646,6382,25.79128799749295
1914,GA,F,21767,3268,25035,13.053724785300581
1914,GA,M,15827,5206,21033,24.751580849141824
1914,HI,F,1054,136,1190,11.428571428571429
1914,HI,M,810,249,1059,23.512747875354105
1914,IA,F,11397,1651,13048,12.653280196198653
1914,IA,M,10073,1720,11793,14.584923259560757
1914,ID,F,1802,258,2060,12.524271844660195
1914,ID,M,1694,348,2042,17.042115572967678
1914,IL,F,33493,5615,39108,14.35767617878695
1914,IL,M,27669,7524,35193,21.3792515557071
1914,IN,F,12930,2866,15796,18.14383388199544
1914,IN,M,11653,2830,14483,19.540150521300838
1914,KS,F,7943,1284,9227,13.915682236913407
1914,KS,M,7170,1342,8512,15.765977443609023
1914,KY,F,14648,2615,17263,15.14800440247929
1914,KY,M,10425,2890,13315,21.70484416072099
1914,LA,F,12645,1618,14263,11.344037018859987
1914,LA,M,8466,2524,10990,22.966333030027297
1914,MA,F,23216,4537,27753,16.347782221741795
1914,MA,M,16841,6791,23632,28.73645903859174
1914,MD,F,7609,1609,9218,17.454979388153614
1914,MD,M,5530,2048,7578,27.02560042227501
1914,ME,F,4205,508,4713,10.778697220454063
1914,ME,M,3314,594,3908,15.19959058341863
1914,MI,F,16098,2259,18357,12.30593234188593
1914,MI,M,12478,2908,15386,18.900298973092422
1914,MN,F,11745,1458,13203,11.042944785276074
1914,MN,M,10009,1783,11792,15.120420624151967
1914,MO,F,16633,2595,19228,13.495943415851883
1914,MO,M,13873,3240,17113,18.932974931338748
1914,MS,F,12547,1843,14390,12.807505211952744
1914,MS,M,9702,2943,12645,23.274021352313166
1914,MT,F,2450,361,2811,12.842404838135895
1914,MT,M,2214,521,2735,19.049360146252287
1914,NC,F,20230,3401,23631,14.392112056197368
1914,NC,M,13970,5192,19162,27.09529276693456
1914,ND,F,3848,505,4353,11.601194578451643
1914,ND,M,3219,637,3856,16.519709543568464
1914,NE,F,6426,943,7369,12.796851675939747
1914,NE,M,6138,1024,7162,14.297682211672717
1914,NH,F,2229,345,2574,13.403263403263404
1914,NH,M,1729,432,2161,19.99074502545118
1914,NJ,F,16780,3285,20065,16.37179167704959
1914,NJ,M,12463,5572,18035,30.895481009148877
1914,NM,F,1583,268,1851,14.478660183684495
1914,NM,M,1386,455,1841,24.714828897338403
1914,NV,F,166,34,200,17.0
1914,NV,M,139,66,205,32.19512195121951
1914,NY,F,62987,10331,73318,14.090673504460025
1914,NY,M,45985,17568,63553,27.643069563985968
1914,OH,F,27264,5799,33063,17.53924326286181
1914,OH,M,22219,6038,28257,21.368156562975546
1914,OK,F,11849,1545,13394,11.535015678662088
1914,OK,M,8809,1897,10706,17.71903605454885
1914,OR,F,2962,418,3380,12.366863905325443
1914,OR,M,2672,507,3179,15.948411450141553
1914,PA,F,53001,13024,66025,19.725861416130254
1914,PA,M,38665,17261,55926,30.863998855630655
1914,RI,F,3178,636,3814,16.67540639748296
1914,RI,M,2434,1026,3460,29.653179190751445
1914,SC,F,13002,2198,15200,14.460526315789474
1914,SC,M,9266,3743,13009,28.772388346529326
1914,SD,F,3125,394,3519,11.196362603012219
1914,SD,M,2899,462,3361,13.745908955667957
1914,TN,F,14196,2493,16689,14.93798310264246
1914,TN,M,9960,3410,13370,25.50486163051608
1914,TX,F,31565,3796,35361,10.73499052628602
1914,TX,M,23534,5651,29185,19.362686311461367
1914,UT,F,2276,390,2666,14.628657164291074
1914,UT,M,2229,507,2736,18.530701754385966
1914,VA,F,15640,2647,18287,14.474763493191887
1914,VA,M,10309,3641,13950,26.100358422939067
1914,VT,F,1665,268,1933,13.864459389549921
1914,VT,M,1250,268,1518,17.654808959156785
1914,WA,F,4950,666,5616,11.858974358974358
1914,WA,M,4263,942,5205,18.097982708933717
1914,WI,F,12847,1562,14409,10.84044694288292
1914,WI,M,11181,2055,13236,15.525838621940164
1914,WV,F,9038,1719,10757,15.98029190294692
1914,WV,M,6342,1704,8046,21.17822520507084
1914,WY,F,484,114,598,19.063545150501675
1914,WY,M,432,126,558,22.58064516129032
1915,AK,F,98,53,151,35.099337748344375
1915,AK,M,113,61,174,35.05747126436782
1915,AL,F,20157,3118,23275,13.396348012889367
1915,AL,M,14764,4830,19594,24.65040318464836
1915,AR,F,13457,2029,15486,13.10215678677515
1915,AR,M,10362,2661,13023,20.433079935498732
1915,AZ,F,1658,284,1942,14.62409886714727
1915,AZ,M,1606,441,2047,21.543722520762092
1915,CA,F,16466,2176,18642,11.672567321102886
1915,CA,M,13982,3212,17194,18.68093520995696
1915,CO,F,5163,905,6068,14.914304548450891
1915,CO,M,4527,1154,5681,20.31332511881711
1915,CT,F,9614,2079,11693,17.77986829727187
1915,CT,M,7110,3004,10114,29.70140399446312
1915,DC,F,1788,412,2200,18.72727272727273
1915,DC,M,1219,529,1748,30.263157894736842
1915,DE,F,1297,301,1598,18.8360450563204
1915,DE,M,861,399,1260,31.666666666666664
1915,FL,F,7320,1076,8396,12.815626488804194
1915,FL,M,5602,1871,7473,25.036799143583565
1915,GA,F,25245,3774,29019,13.005272407732866
1915,GA,M,18595,6087,24682,24.66169678308079
1915,HI,F,1779,177,1956,9.049079754601227
1915,HI,M,1314,352,1666,21.12845138055222
1915,IA,F,16548,2446,18994,12.877750868695378
1915,IA,M,14572,2342,16914,13.846517677663476
1915,ID,F,2651,428,3079,13.900617083468658
1915,ID,M,2587,444,3031,14.64863081491257
1915,IL,F,45933,7355,53288,13.802357003452936
1915,IL,M,37650,9906,47556,20.83017915720414
1915,IN,F,18655,4193,22848,18.35171568627451
1915,IN,M,16249,3774,20023,18.848324426909056
1915,KS,F,11498,1858,13356,13.911350703803535
1915,KS,M,10573,1945,12518,15.537625818820896
1915,KY,F,19924,3663,23587,15.529740959002842
1915,KY,M,14740,4030,18770,21.470431539690995
1915,LA,F,14951,1874,16825,11.13818722139673
1915,LA,M,10875,3183,14058,22.6419120785318
1915,MA,F,27249,5230,32479,16.102712521937253
1915,MA,M,19954,7769,27723,28.02366266277098
1915,MD,F,9913,2077,11990,17.32276897414512
1915,MD,M,7169,2575,9744,26.426518883415433
1915,ME,F,5156,587,5743,10.221138777642347
1915,ME,M,4087,779,4866,16.009042334566377
1915,MI,F,24348,3473,27821,12.483375867150713
1915,MI,M,19933,4262,24195,17.61520975408142
1915,MN,F,17753,2098,19851,10.568737091330412
1915,MN,M,14774,2553,17327,14.734229814740003
1915,MO,F,22771,3651,26422,13.818030429187797
1915,MO,M,19417,4308,23725,18.158061116965225
1915,MS,F,14419,2172,16591,13.091435115424025
1915,MS,M,11678,3419,15097,22.646883486785455
1915,MT,F,3740,594,4334,13.705583756345177
1915,MT,M,3265,798,4063,19.640659611124782
1915,NC,F,24721,4253,28974,14.678677434941672
1915,NC,M,17486,6209,23695,26.203840472673562
1915,ND,F,5940,729,6669,10.931174089068826
1915,ND,M,4994,921,5915,15.570583262890954
1915,NE,F,9282,1192,10474,11.380561390108841
1915,NE,M,8541,1302,9843,13.227674489484913
1915,NH,F,2723,412,3135,13.141945773524721
1915,NH,M,2087,511,2598,19.66897613548884
1915,NJ,F,22735,4373,27108,16.131769219418622
1915,NJ,M,15892,6970,22862,30.48727145481585
1915,NM,F,2209,380,2589,14.677481653147934
1915,NM,M,2117,605,2722,22.226304188096986
1915,NV,F,166,46,212,21.69811320754717
1915,NV,M,165,80,245,32.6530612244898
1915,NY,F,78492,13059,91551,14.264180620637678
